Drug1_ID,Drug2_ID,Level,Y,class
DB0983,DB0104,Moderate,1,1
DB0306,DB0744,Minor,2,5
DB0337,DB0990,Major,0,7
DB1376,DB0034,Moderate,1,135
DB0883,DB0926,Moderate,1,17
DB0330,DB1503,Moderate,1,13
DB1210,DB0683,Moderate,1,3578
DB1429,DB1281,Moderate,1,12
DB1306,DB0994,Moderate,1,1
DB1513,DB1190,Moderate,1,13478
DB1242,DB0565,Moderate,1,1
DB1046,DB0863,Moderate,1,8
DB0355,DB1119,Moderate,1,7
DB0287,DB0571,Moderate,1,1
DB0434,DB0560,Major,0,5
DB1493,DB1470,Moderate,1,1347
DB1115,DB1275,Moderate,1,27
DB0166,DB1513,Moderate,1,2
DB0975,DB0901,Moderate,1,37
DB1037,DB0841,Minor,2,5
DB0157,DB0187,Moderate,1,1357
DB0750,DB1372,Moderate,1,5
DB1327,DB1052,Major,0,15
DB1211,DB0201,Major,0,5
DB1293,DB1372,Moderate,1,57
DB1376,DB0336,Moderate,1,357
DB1064,DB1545,Moderate,1,5
DB0656,DB1296,Moderate,1,17
DB1454,DB1210,Major,0,378
DB1470,DB0014,Moderate,1,12347
DB0518,DB0379,Moderate,1,8
DB0890,DB0849,Moderate,1,5
DB0590,DB0096,Major,0,37
DB1414,DB0928,Moderate,1,135
DB1192,DB1296,Minor,2,147
DB1360,DB1419,Moderate,1,5
DB0999,DB1047,Moderate,1,5
DB1019,DB0080,Moderate,1,25
DB1328,DB0293,Moderate,1,1
DB0641,DB0526,Moderate,1,5
DB0848,DB0817,Major,0,1
DB0134,DB0547,Moderate,1,38
DB0657,DB0785,Moderate,1,14
DB0151,DB1401,Moderate,1,7
DB0823,DB0493,Minor,2,347
DB1136,DB1180,Moderate,1,5
DB0774,DB0661,Moderate,1,13
DB1381,DB0836,Moderate,1,5
DB0048,DB0951,Moderate,1,3
DB1375,DB0813,Moderate,1,1
DB1478,DB0865,Minor,2,1
DB0622,DB0186,Moderate,1,137
DB1012,DB1447,Moderate,1,1
DB0339,DB0767,Moderate,1,5
DB0700,DB0505,Moderate,1,5
DB0275,DB0328,Moderate,1,23
DB0981,DB0328,Moderate,1,12
DB1252,DB1449,Moderate,1,18
DB0010,DB1505,Minor,2,13
DB1190,DB0549,Moderate,1,134578
DB0657,DB0418,Moderate,1,18
DB1209,DB0796,Moderate,1,5
DB0987,DB1174,Moderate,1,1
DB1090,DB1542,Moderate,1,1
DB0981,DB1032,Moderate,1,1
DB0100,DB1086,Moderate,1,5
DB0608,DB0782,Moderate,1,15
DB0118,DB0510,Moderate,1,5
DB1318,DB0367,Moderate,1,1
DB0186,DB0375,Moderate,1,1357
DB0311,DB0327,Moderate,1,37
DB0151,DB0865,Minor,2,1
DB1251,DB0372,Moderate,1,15
DB0325,DB0074,Moderate,1,8
DB0670,DB0224,Moderate,1,3
DB0942,DB0734,Major,0,18
DB1017,DB0789,Moderate,1,5
DB1192,DB0569,Moderate,1,14
DB0691,DB1393,Moderate,1,1347
DB0058,DB1288,Major,0,5
DB1286,DB0372,Major,0,15
DB0985,DB0253,Moderate,1,5
DB1272,DB0510,Moderate,1,5
DB0002,DB0090,Major,0,5
DB0386,DB0400,Moderate,1,1347
DB0075,DB1519,Major,0,5
DB1232,DB1520,Moderate,1,6
DB0560,DB0267,Major,0,5
DB0187,DB1010,Moderate,1,137
DB1258,DB0036,Major,0,5
DB0328,DB0375,Major,0,25
DB0455,DB1171,Moderate,1,5
DB1493,DB0417,Moderate,1,1
DB0517,DB0563,Moderate,1,5
DB0334,DB0559,Major,0,5
DB1402,DB1381,Moderate,1,57
DB0690,DB1096,Major,0,7
DB1542,DB0996,Moderate,1,1
DB0786,DB1073,Minor,2,17
DB1425,DB0349,Moderate,1,7
DB0151,DB1296,Moderate,1,7
DB0427,DB0455,Moderate,1,5
DB0877,DB1085,Moderate,1,5
DB0274,DB1004,Moderate,1,5
DB0135,DB1210,Moderate,1,378
DB1058,DB1449,Moderate,1,178
DB0026,DB0872,Moderate,1,1
DB0928,DB1449,Moderate,1,158
DB1045,DB0455,Minor,2,5
DB0075,DB1037,Major,0,5
DB1434,DB0264,Moderate,1,5
DB1133,DB1328,Moderate,1,1
DB0149,DB1406,Moderate,1,1347
DB0474,DB1259,Moderate,1,1
DB0275,DB1064,Moderate,1,35
DB0928,DB1301,Moderate,1,5
DB1443,DB0432,Moderate,1,1
DB1095,DB0079,Major,0,15
DB0910,DB0669,Moderate,1,1
DB0217,DB0611,Minor,2,137
DB1184,DB1039,Moderate,1,1
DB1210,DB0767,Major,0,3578
DB1327,DB1301,Moderate,1,5
DB0570,DB0469,Moderate,1,13
DB0830,DB1305,Moderate,1,6
DB0513,DB0960,Moderate,1,17
DB0547,DB0107,Moderate,1,38
DB1463,DB0901,Moderate,1,37
DB0843,DB0079,Moderate,1,15
DB0879,DB0141,Major,0,1
DB0991,DB0792,Moderate,1,1
DB0514,DB0088,Moderate,1,127
DB1547,DB0946,Major,0,1236
DB0264,DB0958,Moderate,1,5
DB0084,DB1319,Moderate,1,1
DB1053,DB1185,Major,0,25
DB1237,DB1288,Moderate,1,5
DB1197,DB0171,Moderate,1,56
DB1020,DB1475,Moderate,1,56
DB1191,DB0333,Moderate,1,13478
DB0823,DB0788,Moderate,1,357
DB1470,DB1003,Moderate,1,1347
DB0811,DB1250,Moderate,1,7
DB0201,DB1525,Major,0,5
DB0206,DB1474,Moderate,1,13
DB1325,DB0788,Moderate,1,15
DB1501,DB0860,Moderate,1,2
DB1239,DB0149,Moderate,1,1347
DB0843,DB0278,Moderate,1,17
DB0379,DB0862,Major,0,8
DB1136,DB0739,Major,0,8
DB1156,DB0709,Moderate,1,15
DB1143,DB1328,Moderate,1,17
DB1102,DB0484,Moderate,1,4
DB0468,DB0529,Moderate,1,1
DB0186,DB0478,Moderate,1,137
DB1299,DB0812,Moderate,1,1
DB0086,DB1326,Moderate,1,5
DB0549,DB0891,Minor,2,5
DB0206,DB1169,Moderate,1,13
DB1046,DB1020,Moderate,1,5
DB0743,DB1203,Moderate,1,5
DB1162,DB1468,Moderate,1,1347
DB1539,DB1084,Major,0,1378
DB0452,DB0691,Moderate,1,1347
DB0058,DB1429,Moderate,1,2
DB0187,DB0484,Moderate,1,137
DB0690,DB0988,Moderate,1,7
DB0098,DB0822,Minor,2,4
DB1398,DB0168,Moderate,1,5
DB0965,DB0573,Moderate,1,3
DB0394,DB0469,Moderate,1,34
DB1534,DB1286,Moderate,1,15
DB0030,DB1257,Moderate,1,5
DB1531,DB0698,Major,0,6
DB0086,DB0684,Moderate,1,5
DB1249,DB0470,Moderate,1,3
DB0618,DB1088,Major,0,5
DB0831,DB0469,Moderate,1,34
DB0999,DB0826,Minor,2,1
DB1209,DB0313,Moderate,1,1
DB0420,DB0704,Moderate,1,37
DB1153,DB1397,Moderate,1,35
DB0375,DB0865,Moderate,1,15
DB0287,DB1376,Moderate,1,135
DB1446,DB1494,Major,0,5
DB0058,DB1275,Moderate,1,2
DB1563,DB0953,Moderate,1,13
DB0622,DB0113,Moderate,1,5
DB1455,DB1453,Moderate,1,5
DB0769,DB0125,Major,0,5
DB0711,DB0529,Moderate,1,1
DB0635,DB0807,Moderate,1,8
DB0476,DB1452,Moderate,1,7
DB0470,DB1326,Major,0,35
DB1303,DB1276,Moderate,1,1
DB1470,DB0774,Moderate,1,1347
DB0068,DB0009,Moderate,1,1
DB0306,DB0799,Major,0,5
DB0170,DB0420,Moderate,1,3
DB0910,DB0748,Moderate,1,1
DB0178,DB1089,Moderate,1,3
DB1133,DB1203,Major,0,15
DB0793,DB0796,Major,0,5
DB0590,DB0010,Major,0,13
DB0916,DB0380,Major,0,48
DB0084,DB1019,Moderate,1,15
DB0920,DB0100,Moderate,1,5
DB1431,DB0400,Minor,2,12347
DB0394,DB0710,Moderate,1,45
DB0454,DB0755,Moderate,1,7
DB0098,DB1429,Minor,2,2
DB0182,DB0375,Moderate,1,5
DB1210,DB0812,Moderate,1,378
DB0971,DB0493,Moderate,1,45
DB0657,DB1297,Moderate,1,1
DB0889,DB1376,Moderate,1,356
DB0264,DB1052,Moderate,1,15
DB0920,DB1081,Moderate,1,15
DB0431,DB0657,Moderate,1,15
DB1242,DB1457,Major,0,5
DB1520,DB0855,Moderate,1,7
DB0959,DB0937,Minor,2,134
DB1020,DB0661,Moderate,1,15
DB1357,DB1310,Moderate,1,58
DB1251,DB0897,Moderate,1,1
DB0624,DB0837,Moderate,1,1
DB1403,DB0626,Major,0,25
DB0019,DB1397,Major,0,35
DB1468,DB1399,Moderate,1,1347
DB0982,DB0285,Moderate,1,17
DB0186,DB1558,Minor,2,137
DB1190,DB0161,Moderate,1,13478
DB0441,DB0914,Moderate,1,7
DB0346,DB1170,Moderate,1,5
DB0299,DB0606,Minor,2,17
DB1528,DB1257,Moderate,1,5
DB1274,DB0972,Moderate,1,5
DB0590,DB0346,Major,0,35
DB0832,DB0501,Moderate,1,1
DB0547,DB1163,Moderate,1,38
DB0822,DB1407,Moderate,1,4
DB0458,DB1349,Major,0,1
DB1470,DB0709,Moderate,1,13457
DB0994,DB0762,Minor,2,1
DB1094,DB0630,Moderate,1,1
DB0617,DB0813,Moderate,1,17
DB0778,DB0865,Minor,2,1
DB0632,DB1002,Moderate,1,8
DB1193,DB0986,Moderate,1,1
DB0830,DB0712,Moderate,1,2
DB1458,DB0510,Moderate,1,5
DB0149,DB0884,Moderate,1,1347
DB0719,DB0382,Major,0,4
DB1366,DB0470,Minor,2,3
DB0754,DB0400,Minor,2,1347
DB0982,DB0568,Moderate,1,1
DB0830,DB0513,Moderate,1,17
DB0883,DB0027,Moderate,1,7
DB1216,DB0511,Moderate,1,5
DB0321,DB0004,Moderate,1,5
DB0670,DB0171,Moderate,1,35
DB0981,DB0411,Moderate,1,17
DB1319,DB0662,Moderate,1,1
DB0678,DB1525,Major,0,56
DB1040,DB1296,Moderate,1,7
DB0287,DB1300,Moderate,1,1
DB0355,DB1089,Moderate,1,7
DB0171,DB1546,Moderate,1,5
DB0590,DB0843,Moderate,1,13
DB0603,DB0691,Moderate,1,1347
DB0411,DB0914,Moderate,1,7
DB0590,DB1263,Moderate,1,3
DB1456,DB1465,Moderate,1,2
DB1351,DB1429,Moderate,1,2
DB0987,DB0519,Moderate,1,2
DB0744,DB0868,Moderate,1,125
DB0122,DB1134,Moderate,1,8
DB1058,DB0383,Moderate,1,57
DB1327,DB1280,Moderate,1,57
DB1231,DB0866,Moderate,1,18
DB0555,DB0400,Moderate,1,1347
DB0590,DB1397,Moderate,1,35
DB0513,DB1292,Moderate,1,17
DB0050,DB1210,Moderate,1,378
DB0822,DB0601,Minor,2,4
DB0376,DB1048,Moderate,1,5
DB0710,DB0731,Major,0,58
DB1285,DB0507,Moderate,1,1
DB0819,DB1156,Minor,2,1
DB0546,DB1419,Moderate,1,5
DB0485,DB1273,Moderate,1,7
DB0400,DB0668,Major,0,1347
DB1193,DB1317,Moderate,1,1
DB1459,DB0346,Major,0,5
DB0208,DB1524,Moderate,1,1
DB0750,DB1080,Moderate,1,7
DB0852,DB1537,Moderate,1,5
DB0421,DB1267,Moderate,1,34
DB0889,DB0004,Moderate,1,56
DB1550,DB1345,Moderate,1,57
DB0823,DB0603,Moderate,1,37
DB1209,DB0157,Moderate,1,5
DB1094,DB0048,Moderate,1,13
DB1398,DB1171,Moderate,1,5
DB0717,DB1063,Moderate,1,47
DB0678,DB1300,Major,0,6
DB0474,DB0577,Moderate,1,12
DB0064,DB0335,Major,0,7
DB1461,DB1149,Moderate,1,1
DB0982,DB1085,Moderate,1,15
DB1110,DB0161,Moderate,1,16
DB1317,DB1217,Moderate,1,1
DB1145,DB0029,Moderate,1,7
DB0793,DB1171,Major,0,5
DB0339,DB0380,Major,0,8
DB1449,DB0763,Minor,2,18
DB1468,DB0367,Moderate,1,1347
DB1535,DB0788,Moderate,1,5
DB1437,DB1440,Moderate,1,5
DB0354,DB0855,Major,0,57
DB1464,DB1485,Moderate,1,7
DB0354,DB0444,Moderate,1,5
DB0678,DB1408,Major,0,6
DB0029,DB0871,Minor,2,17
DB1204,DB0866,Minor,2,18
DB1473,DB0499,Moderate,1,1
DB1095,DB0531,Major,0,1
DB0149,DB1313,Moderate,1,1347
DB0971,DB0967,Minor,2,5
DB0303,DB0678,Major,0,6
DB1223,DB1149,Moderate,1,1
DB1323,DB0333,Major,0,8
DB0132,DB0827,Moderate,1,1
DB1074,DB0281,Moderate,1,3
DB1540,DB0712,Moderate,1,2
DB0594,DB0813,Major,0,14
DB1376,DB0842,Major,0,35
DB0331,DB0727,Moderate,1,8
DB1044,DB0660,Moderate,1,14
DB1093,DB0794,Moderate,1,5
DB1317,DB0805,Moderate,1,1
DB1537,DB0105,Moderate,1,5
DB0981,DB0988,Moderate,1,1
DB0590,DB0745,Moderate,1,35
DB0169,DB0837,Moderate,1,15
DB0955,DB0872,Minor,2,1
DB1302,DB1429,Moderate,1,12
DB1145,DB0149,Moderate,1,1347
DB0469,DB0836,Moderate,1,3
DB1465,DB0080,Major,0,2
DB1306,DB0789,Moderate,1,5
DB0755,DB0818,Moderate,1,7
DB1115,DB1377,Moderate,1,7
DB1024,DB0873,Moderate,1,1238
DB0910,DB0611,Minor,2,137
DB0411,DB0990,Moderate,1,7
DB0330,DB0765,Moderate,1,137
DB0217,DB0036,Moderate,1,15
DB0656,DB1033,Moderate,1,1
DB0313,DB0711,Moderate,1,1
DB1191,DB0842,Moderate,1,13478
DB1498,DB0216,Moderate,1,1
DB0319,DB0827,Minor,2,13
DB1314,DB0322,Moderate,1,7
DB1216,DB0872,Minor,2,1
DB0311,DB1443,Moderate,1,37
DB0403,DB1313,Minor,2,1347
DB1235,DB1507,Moderate,1,5
DB0455,DB0790,Moderate,1,5
DB0196,DB0036,Moderate,1,5
DB0923,DB1474,Moderate,1,3
DB0542,DB0382,Moderate,1,4
DB0084,DB0745,Moderate,1,15
DB0469,DB0059,Major,0,3
DB1517,DB1309,Moderate,1,2
DB0985,DB0793,Major,0,5
DB0608,DB0661,Moderate,1,15
DB0282,DB1458,Moderate,1,56
DB1550,DB0792,Moderate,1,7
DB0205,DB1474,Moderate,1,13
DB1086,DB0455,Moderate,1,5
DB1346,DB0092,Moderate,1,56
DB0303,DB1508,Minor,2,5
DB0004,DB0358,Moderate,1,5
DB0220,DB0444,Moderate,1,5
DB1419,DB0326,Moderate,1,5
DB1491,DB0838,Moderate,1,7
DB1285,DB0402,Minor,2,1347
DB0981,DB0975,Moderate,1,1
DB0608,DB0700,Moderate,1,5
DB1325,DB0455,Moderate,1,15
DB1490,DB1337,Major,0,37
DB0477,DB0700,Moderate,1,1
DB0666,DB0146,Major,0,5
DB0311,DB1244,Moderate,1,37
DB1447,DB0018,Moderate,1,1
DB1368,DB0626,Moderate,1,2
DB1129,DB1063,Moderate,1,14
DB0427,DB1286,Moderate,1,1
DB0479,DB0432,Moderate,1,1
DB0376,DB0992,Minor,2,5
DB1126,DB1149,Moderate,1,1
DB0497,DB0709,Major,0,15
DB1518,DB1327,Major,0,15
DB1465,DB1188,Moderate,1,2
DB1449,DB1349,Major,0,18
DB0768,DB1235,Moderate,1,5
DB0058,DB0110,Moderate,1,5
DB1029,DB1411,Moderate,1,3
DB0431,DB1412,Moderate,1,45
DB0755,DB0821,Moderate,1,7
DB0353,DB0829,Moderate,1,6
DB0808,DB0056,Major,0,7
DB1293,DB0788,Moderate,1,57
DB0166,DB0420,Moderate,1,23
DB1560,DB0691,Major,0,1347
DB0527,DB0798,Moderate,1,5
DB0417,DB1190,Minor,2,13478
DB0285,DB0017,Moderate,1,7
DB0901,DB1176,Major,0,137
DB1473,DB0358,Moderate,1,5
DB0713,DB1210,Moderate,1,3578
DB0067,DB0936,Moderate,1,134
DB1491,DB0322,Moderate,1,7
DB1109,DB0213,Moderate,1,13
DB1490,DB1075,Moderate,1,37
DB0982,DB0189,Moderate,1,1
DB0469,DB1427,Moderate,1,3
DB0354,DB0459,Minor,2,5
DB1537,DB1311,Moderate,1,5
DB0056,DB1354,Moderate,1,7
DB0630,DB0745,Moderate,1,5
DB1536,DB0623,Moderate,1,5
DB0149,DB0067,Moderate,1,1347
DB0723,DB0691,Moderate,1,1347
DB1542,DB0691,Moderate,1,1347
DB1325,DB0499,Moderate,1,1
DB0275,DB0957,Moderate,1,35
DB1259,DB0133,Moderate,1,5
DB1465,DB0987,Moderate,1,2
DB0601,DB1001,Moderate,1,1
DB0352,DB1280,Moderate,1,57
DB0656,DB0358,Moderate,1,15
DB1140,DB0525,Major,0,7
DB1023,DB0849,Moderate,1,5
DB0192,DB0219,Moderate,1,1
DB1201,DB0505,Major,0,5
DB1101,DB0811,Moderate,1,7
DB0680,DB0267,Major,0,5
DB1449,DB0618,Moderate,1,18
DB0604,DB1302,Minor,2,13
DB1472,DB1192,Moderate,1,14
DB0306,DB0330,Minor,2,13
DB1450,DB0514,Moderate,1,127
DB1351,DB0782,Moderate,1,1
DB0838,DB1326,Major,0,5
DB0778,DB1115,Moderate,1,7
DB0912,DB0112,Moderate,1,7
DB0349,DB1343,Moderate,1,7
DB0282,DB1074,Moderate,1,36
DB0589,DB1507,Major,0,5
DB0287,DB1190,Moderate,1,13478
DB0084,DB0710,Moderate,1,15
DB0793,DB1372,Major,0,5
DB1560,DB0034,Moderate,1,1
DB1468,DB0618,Major,0,1347
DB1466,DB0265,Moderate,1,35
DB1044,DB1021,Moderate,1,4
DB0400,DB1458,Moderate,1,13457
DB1055,DB0567,Moderate,1,15
DB0170,DB0769,Moderate,1,5
DB1542,DB1326,Major,0,5
DB0570,DB0713,Moderate,1,15
DB1101,DB0029,Moderate,1,7
DB0186,DB1559,Minor,2,137
DB0479,DB0901,Moderate,1,37
DB0309,DB1525,Major,0,15
DB0286,DB1302,Moderate,1,1
DB0946,DB1154,Minor,2,136
DB0900,DB0285,Moderate,1,7
DB1298,DB0703,Major,0,58
DB0274,DB1280,Moderate,1,57
DB0516,DB0988,Moderate,1,127
DB0569,DB0216,Moderate,1,1
DB1377,DB0547,Moderate,1,38
DB1315,DB1349,Moderate,1,8
DB1161,DB0036,Moderate,1,5
DB0466,DB0400,Moderate,1,1347
DB1120,DB1190,Moderate,1,13478
DB0053,DB0863,Moderate,1,58
DB1536,DB1086,Moderate,1,5
DB1118,DB0796,Moderate,1,5
DB0990,DB0125,Moderate,1,5
DB0404,DB0411,Moderate,1,7
DB1019,DB0462,Minor,2,5
DB0096,DB0129,Major,0,7
DB0759,DB1301,Major,0,3
DB1547,DB0113,Moderate,1,25
DB0928,DB0657,Moderate,1,15
DB1090,DB0096,Moderate,1,17
DB1470,DB0034,Moderate,1,1347
DB1228,DB0004,Moderate,1,5
DB1024,DB0176,Moderate,1,5
DB1035,DB0034,Moderate,1,1
DB1143,DB0848,Major,0,17
DB0717,DB0201,Moderate,1,57
DB0890,DB0358,Moderate,1,5
DB0558,DB0079,Moderate,1,5
DB0982,DB1289,Moderate,1,1
DB0400,DB1420,Moderate,1,1347
DB1153,DB0375,Minor,2,35
DB0653,DB1311,Major,0,5
DB0337,DB0366,Major,0,7
DB0169,DB0113,Moderate,1,5
DB1187,DB0511,Major,0,56
DB1488,DB0957,Moderate,1,5
DB0264,DB1479,Moderate,1,5
DB1292,DB1525,Moderate,1,5
DB1076,DB0102,Moderate,1,1
DB0774,DB0567,Major,0,35
DB1206,DB0789,Moderate,1,5
DB0264,DB0154,Moderate,1,25
DB1232,DB0863,Major,0,68
DB0446,DB1089,Moderate,1,37
DB1212,DB0283,Minor,2,1
DB0841,DB1053,Moderate,1,5
DB1231,DB1429,Moderate,1,2
DB0021,DB1293,Moderate,1,7
DB1239,DB0910,Moderate,1,1
DB1290,DB0108,Major,0,5
DB0470,DB0383,Moderate,1,35
DB0306,DB0567,Major,0,5
DB0471,DB0747,Moderate,1,248
DB1282,DB0001,Moderate,1,5
DB1008,DB0079,Major,0,5
DB0560,DB0221,Moderate,1,5
DB1153,DB1274,Minor,2,3
DB1258,DB1468,Moderate,1,1347
DB0086,DB0267,Moderate,1,5
DB0264,DB0936,Moderate,1,345
DB0084,DB0186,Moderate,1,137
DB0589,DB0275,Moderate,1,35
DB0679,DB0282,Major,0,6
DB0355,DB1061,Moderate,1,7
DB1431,DB1279,Moderate,1,2
DB1520,DB0789,Moderate,1,5
DB1356,DB0902,Moderate,1,57
DB0971,DB1564,Moderate,1,5
DB0394,DB0398,Moderate,1,4
DB1376,DB1152,Moderate,1,35
DB0400,DB0864,Moderate,1,1347
DB1160,DB1257,Major,0,57
DB0663,DB1343,Moderate,1,137
DB0141,DB0753,Moderate,1,1
DB0330,DB0856,Moderate,1,13
DB1272,DB0626,Moderate,1,2
DB0550,DB1403,Major,0,5
DB0843,DB0333,Major,0,18
DB0309,DB0346,Major,0,15
DB0450,DB1317,Moderate,1,12
DB1532,DB0767,Moderate,1,57
DB0608,DB0839,Moderate,1,5
DB0264,DB0884,Moderate,1,5
DB0484,DB0849,Moderate,1,5
DB0420,DB0826,Minor,2,13
DB0996,DB1396,Moderate,1,15
DB0774,DB0609,Major,0,37
DB0663,DB0581,Moderate,1,137
DB1133,DB0822,Moderate,1,14
DB1304,DB1148,Moderate,1,18
DB1317,DB1160,Moderate,1,17
DB0525,DB0309,Major,0,1
DB0482,DB0005,Moderate,1,5
DB0907,DB1495,Moderate,1,2
DB0785,DB1313,Moderate,1,14
DB0569,DB1502,Moderate,1,8
DB0514,DB0812,Moderate,1,127
DB0541,DB0272,Moderate,1,1
DB0472,DB0763,Moderate,1,5
DB0332,DB0322,Moderate,1,7
DB0476,DB0532,Moderate,1,7
DB1013,DB0691,Moderate,1,1347
DB1476,DB0210,Moderate,1,1
DB0477,DB0185,Moderate,1,17
DB0227,DB0631,Moderate,1,7
DB1485,DB0858,Moderate,1,7
DB1468,DB1397,Moderate,1,13457
DB0155,DB0027,Moderate,1,5
DB0388,DB0759,Major,0,3
DB1090,DB0267,Major,0,15
DB1259,DB0406,Moderate,1,1
DB0786,DB0328,Moderate,1,12
DB0793,DB0176,Major,0,5
DB0430,DB1149,Moderate,1,1
DB0102,DB0446,Moderate,1,137
DB1020,DB1512,Moderate,1,5
DB0713,DB0626,Moderate,1,25
DB0311,DB0877,Moderate,1,37
DB0352,DB1514,Moderate,1,5
DB0060,DB0742,Minor,2,7
DB1298,DB1088,Major,0,58
DB1493,DB0460,Moderate,1,1
DB1468,DB1006,Moderate,1,1347
DB0427,DB0498,Moderate,1,2
DB0608,DB0857,Major,0,56
DB0953,DB1065,Moderate,1,13
DB0124,DB1397,Moderate,1,15
DB1190,DB1501,Moderate,1,13478
DB1241,DB0704,Minor,2,17
DB1296,DB0788,Moderate,1,57
DB0822,DB0578,Moderate,1,24
DB0010,DB1221,Moderate,1,17
DB0169,DB0330,Moderate,1,135
DB0309,DB0383,Moderate,1,15
DB1190,DB1328,Moderate,1,13478
DB0507,DB0734,Major,0,8
DB1381,DB0996,Moderate,1,15
DB0186,DB1429,Moderate,1,1237
DB1145,DB1051,Moderate,1,7
DB0084,DB0703,Major,0,15
DB0786,DB0014,Minor,2,12
DB1087,DB0360,Moderate,1,5
DB0699,DB1045,Minor,2,5
DB0477,DB0955,Moderate,1,1
DB0479,DB0284,Moderate,1,3
DB0587,DB0333,Major,0,8
DB0705,DB0383,Major,0,5
DB0777,DB1290,Moderate,1,5
DB0185,DB0547,Moderate,1,378
DB0785,DB0792,Moderate,1,4
DB1127,DB0017,Moderate,1,7
DB0616,DB0422,Moderate,1,23
DB0613,DB1190,Moderate,1,13478
DB0958,DB0678,Major,0,6
DB0530,DB0691,Moderate,1,1347
DB0852,DB1327,Moderate,1,5
DB0267,DB0627,Major,0,5
DB0547,DB0615,Major,0,38
DB1191,DB0774,Moderate,1,13478
DB0275,DB0526,Moderate,1,35
DB1372,DB0863,Major,0,58
DB0514,DB0914,Moderate,1,127
DB0166,DB0080,Major,0,2
DB0515,DB0398,Moderate,1,127
DB0786,DB0171,Moderate,1,15
DB0473,DB1316,Moderate,1,5
DB0812,DB0198,Moderate,1,5
DB1526,DB0626,Moderate,1,25
DB0078,DB0400,Moderate,1,1347
DB1210,DB1057,Moderate,1,378
DB0983,DB0298,Major,0,2
DB0455,DB0444,Moderate,1,5
DB0202,DB0035,Moderate,1,178
DB0014,DB1234,Minor,2,12
DB1192,DB1419,Major,0,145
DB0068,DB1110,Moderate,1,16
DB0920,DB0228,Moderate,1,5
DB0768,DB0137,Moderate,1,56
DB1527,DB0476,Moderate,1,7
DB0299,DB1238,Moderate,1,1
DB1191,DB0763,Moderate,1,13478
DB0425,DB1288,Moderate,1,25
DB1325,DB1545,Moderate,1,1
DB0759,DB0928,Moderate,1,35
DB1121,DB0796,Moderate,1,5
DB1076,DB1127,Moderate,1,7
DB1525,DB0868,Moderate,1,125
DB1293,DB0234,Major,0,7
DB0298,DB0849,Moderate,1,25
DB0074,DB0858,Moderate,1,8
DB0405,DB0931,Major,0,18
DB1537,DB0790,Moderate,1,5
DB0061,DB0560,Moderate,1,5
DB0530,DB0843,Major,0,13
DB0458,DB0654,Major,0,15
DB0392,DB0497,Moderate,1,1
DB0493,DB0653,Moderate,1,45
DB0027,DB0493,Moderate,1,4
DB0002,DB1519,Major,0,5
DB1257,DB1182,Moderate,1,5
DB0425,DB1081,Major,0,12
DB0189,DB1376,Moderate,1,35
DB0511,DB1281,Major,0,15
DB1197,DB0764,Major,0,6
DB1296,DB0034,Moderate,1,17
DB0713,DB0108,Major,0,5
DB0958,DB0003,Moderate,1,5
DB0546,DB0040,Moderate,1,1
DB1457,DB0863,Major,0,58
DB1369,DB0010,Moderate,1,1
DB0283,DB0418,Moderate,1,8
DB0404,DB0836,Moderate,1,7
DB1210,DB0942,Major,0,1378
DB1479,DB0661,Moderate,1,1
DB0227,DB1003,Moderate,1,7
DB1190,DB0078,Moderate,1,13478
DB0569,DB0367,Moderate,1,1
DB1112,DB1376,Moderate,1,35
DB0084,DB1093,Moderate,1,15
DB1296,DB0957,Moderate,1,57
DB0314,DB0771,Moderate,1,13
DB0963,DB1329,Moderate,1,12
DB0151,DB0771,Minor,2,1
DB0996,DB1551,Moderate,1,1
DB1537,DB0612,Moderate,1,5
DB1134,DB0990,Moderate,1,8
DB0590,DB0654,Moderate,1,35
DB1470,DB0267,Moderate,1,13457
DB0161,DB1475,Moderate,1,16
DB0470,DB0895,Moderate,1,13
DB0744,DB0774,Major,0,35
DB0472,DB1545,Moderate,1,5
DB0752,DB0025,Moderate,1,5
DB0411,DB1463,Major,0,7
DB0750,DB0857,Moderate,1,6
DB1251,DB0788,Moderate,1,15
DB0304,DB0763,Major,0,1
DB0142,DB0871,Moderate,1,1
DB0791,DB0653,Moderate,1,5
DB1514,DB1298,Moderate,1,8
DB1005,DB0660,Moderate,1,1
DB1300,DB0402,Moderate,1,1347
DB0712,DB1002,Moderate,1,2
DB1167,DB0490,Major,0,25
DB0713,DB0221,Moderate,1,5
DB0983,DB0733,Major,0,8
DB1518,DB0731,Major,0,18
DB0234,DB0267,Major,0,5
DB0079,DB0108,Major,0,5
DB0606,DB1474,Moderate,1,7
DB1429,DB1380,Moderate,1,25
DB0230,DB0855,Moderate,1,7
DB1217,DB1532,Moderate,1,7
DB0309,DB0455,Major,0,15
DB1232,DB1063,Moderate,1,46
DB1205,DB1175,Major,0,12
DB0138,DB1320,Moderate,1,37
DB1051,DB0437,Moderate,1,7
DB0394,DB1383,Moderate,1,4
DB1142,DB1126,Moderate,1,7
DB0619,DB0610,Moderate,1,37
DB0002,DB0298,Moderate,1,25
DB1376,DB0483,Moderate,1,35
DB1470,DB0529,Moderate,1,1347
DB0306,DB1372,Major,0,5
DB1110,DB0617,Moderate,1,67
DB0667,DB1519,Major,0,15
DB0149,DB0617,Minor,2,1347
